"flight_id","город_отправления","город_прибытия","data","bus","eco","comf","total","lost_total","lost_share_pct","kol_pas","proc_zap"
19670,Новосибирск,Москва,2017-08-13 14:20:00.000 +0300,1344000.00,3080000.00,1142400.00,8332800.00,5566400.00,40.05,252,62.69
10392,Москва,Новосибирск,2017-06-02 11:45:00.000 +0300,1008000.00,3332000.00,1190000.00,8363600.00,5530000.00,39.80,246,61.19
19645,Новосибирск,Москва,2017-06-06 14:20:00.000 +0300,924000.00,3500000.00,1047200.00,8428000.00,5471200.00,39.36,244,60.70
19656,Новосибирск,Москва,2017-06-18 14:20:00.000 +0300,1008000.00,3696000.00,761600.00,8439200.00,5465600.00,39.31,242,60.20
10431,Москва,Новосибирск,2017-06-09 11:45:00.000 +0300,1176000.00,3192000.00,1047200.00,8475600.00,5415200.00,38.98,252,62.69
28922,Пермь,Москва,2017-05-17 18:55:00.000 +0300,945000.00,3568500.00,875600.00,408000.00,5389100.00,92.96,26,6.47
19490,Новосибирск,Москва,2017-05-26 11:50:00.000 +0300,753300.00,3348000.00,1279800.00,8472700.00,5381100.00,38.84,246,61.19
19679,Новосибирск,Москва,2017-06-14 14:20:00.000 +0300,1344000.00,3052000.00,952000.00,8545600.00,5348000.00,38.49,257,63.93
567,Москва,Новосибирск,2017-05-23 11:05:00.000 +0300,585900.00,3654900.00,1090200.00,8508800.00,5331000.00,38.52,241,59.95
60732,Сочи,Москва,2017-05-20 18:15:00.000 +0300,926200.00,3388000.00,1003800.00,1631000.00,5318000.00,76.53,96,23.88
28899,Пермь,Москва,2017-05-21 18:55:00.000 +0300,980000.00,3463200.00,855700.00,498200.00,5298900.00,91.41,35,8.71
60731,Сочи,Москва,2017-05-17 18:15:00.000 +0300,926200.00,3486000.00,884300.00,1652500.00,5296500.00,76.22,94,23.38
60668,Сочи,Москва,2017-05-21 18:15:00.000 +0300,1010400.00,3388000.00,884300.00,1670500.00,5282700.00,75.98,99,24.63
28874,Пермь,Москва,2017-05-19 18:55:00.000 +0300,910000.00,3486600.00,875600.00,523800.00,5272200.00,90.96,34,8.46
28920,Пермь,Москва,2017-05-20 18:55:00.000 +0300,980000.00,3416400.00,875600.00,526200.00,5272000.00,90.92,38,9.45
60696,Сочи,Москва,2017-05-19 18:15:00.000 +0300,926200.00,3500000.00,836500.00,1687700.00,5262700.00,75.72,95,23.63
60653,Сочи,Москва,2017-05-18 18:15:00.000 +0300,926200.00,3458000.00,860400.00,1705800.00,5244600.00,75.46,97,24.13
19653,Новосибирск,Москва,2017-07-12 14:20:00.000 +0300,1176000.00,3304000.00,714000.00,8710800.00,5194000.00,37.35,255,63.43
19592,Новосибирск,Москва,2017-07-10 14:20:00.000 +0300,1092000.00,3276000.00,809200.00,8719200.00,5177200.00,37.26,255,63.43
60706,Сочи,Москва,2017-05-22 18:15:00.000 +0300,968300.00,3332000.00,860400.00,1789700.00,5160700.00,74.25,105,26.12
28828,Пермь,Москва,2017-05-22 18:55:00.000 +0300,875000.00,3381300.00,855700.00,686200.00,5112000.00,88.17,45,11.19
19694,Новосибирск,Москва,2017-06-28 14:20:00.000 +0300,924000.00,3416000.00,761600.00,8794800.00,5101600.00,36.71,253,62.94
19650,Новосибирск,Москва,2017-05-28 14:20:00.000 +0300,840000.00,3528000.00,714000.00,8808800.00,5082000.00,36.59,251,62.44
19659,Новосибирск,Москва,2017-07-28 14:20:00.000 +0300,1092000.00,3080000.00,904400.00,8820000.00,5076400.00,36.53,260,64.68
10408,Москва,Новосибирск,2017-07-26 11:45:00.000 +0300,924000.00,3528000.00,618800.00,8825600.00,5070800.00,36.49,252,62.69
10472,Москва,Новосибирск,2017-06-29 11:45:00.000 +0300,1008000.00,3108000.00,952000.00,8839600.00,5068000.00,36.44,259,64.43
19678,Новосибирск,Москва,2017-05-29 14:20:00.000 +0300,840000.00,3360000.00,856800.00,8845200.00,5056800.00,36.37,254,63.18
19628,Новосибирск,Москва,2017-06-26 14:20:00.000 +0300,1092000.00,3248000.00,714000.00,8842400.00,5054000.00,36.37,258,64.18
10506,Москва,Новосибирск,2017-07-16 11:45:00.000 +0300,840000.00,3444000.00,761600.00,8856400.00,5045600.00,36.29,253,62.94
19696,Новосибирск,Москва,2017-07-23 14:20:00.000 +0300,840000.00,2996000.00,1190000.00,8870400.00,5026000.00,36.17,260,64.68
10438,Москва,Новосибирск,2017-05-26 11:45:00.000 +0300,672000.00,3444000.00,856800.00,8918000.00,4972800.00,35.80,253,62.94
603,Москва,Новосибирск,2017-05-24 11:05:00.000 +0300,1004400.00,2929500.00,995400.00,8916100.00,4929300.00,35.60,264,65.67
19587,Новосибирск,Москва,2017-06-30 14:20:00.000 +0300,672000.00,3248000.00,999600.00,8982400.00,4919600.00,35.39,257,63.93
19689,Новосибирск,Москва,2017-07-15 14:20:00.000 +0300,840000.00,3248000.00,809200.00,8999200.00,4897200.00,35.24,259,64.43
10446,Москва,Новосибирск,2017-06-22 11:45:00.000 +0300,1008000.00,3220000.00,666400.00,9004800.00,4894400.00,35.21,261,64.93
10410,Москва,Новосибирск,2017-06-30 11:45:00.000 +0300,840000.00,3276000.00,761600.00,9018800.00,4877600.00,35.10,259,64.43
10402,Москва,Новосибирск,2017-08-15 11:45:00.000 +0300,840000.00,3220000.00,809200.00,9030000.00,4869200.00,35.03,260,64.68
10439,Москва,Новосибирск,2017-07-09 11:45:00.000 +0300,1176000.00,2688000.00,999600.00,9038400.00,4863600.00,34.98,271,67.41
19613,Новосибирск,Москва,2017-08-15 14:20:00.000 +0300,1176000.00,3164000.00,523600.00,9032800.00,4863600.00,35.00,264,65.67
19586,Новосибирск,Москва,2017-06-07 14:20:00.000 +0300,924000.00,3080000.00,856800.00,9024400.00,4860800.00,35.01,263,65.42
19663,Новосибирск,Москва,2017-07-20 14:20:00.000 +0300,840000.00,3304000.00,714000.00,9035600.00,4858000.00,34.97,259,64.43
19636,Новосибирск,Москва,2017-06-21 14:20:00.000 +0300,840000.00,2968000.00,1047200.00,9044000.00,4855200.00,34.93,264,65.67
10412,Москва,Новосибирск,2017-07-20 11:45:00.000 +0300,1008000.00,2940000.00,904400.00,9049600.00,4852400.00,34.90,266,66.17
10486,Москва,Новосибирск,2017-06-19 11:45:00.000 +0300,924000.00,3192000.00,714000.00,9066400.00,4830000.00,34.76,262,65.17
19617,Новосибирск,Москва,2017-06-19 14:20:00.000 +0300,1260000.00,2884000.00,666400.00,9091600.00,4810400.00,34.60,270,67.16
19598,Новосибирск,Москва,2017-08-05 14:20:00.000 +0300,924000.00,3024000.00,856800.00,9091600.00,4804800.00,34.58,265,65.92
19611,Новосибирск,Москва,2017-08-12 14:20:00.000 +0300,840000.00,3136000.00,809200.00,9119600.00,4785200.00,34.41,263,65.42
19588,Новосибирск,Москва,2017-07-07 14:20:00.000 +0300,756000.00,3108000.00,904400.00,9122400.00,4768400.00,34.33,263,65.42
19702,Новосибирск,Москва,2017-06-23 14:20:00.000 +0300,756000.00,3528000.00,476000.00,9133600.00,4760000.00,34.26,257,63.93
28889,Пермь,Москва,2017-05-23 18:55:00.000 +0300,945000.00,3006900.00,796000.00,1051400.00,4747900.00,81.87,78,19.40
21592,Екатеринбург,Москва,2017-05-17 08:10:00.000 +0300,775800.00,3240000.00,732000.00,2386200.00,4747800.00,66.55,129,32.09
21554,Екатеринбург,Москва,2017-05-19 08:10:00.000 +0300,991300.00,2966400.00,756400.00,2422700.00,4714100.00,66.05,142,35.32
10483,Москва,Новосибирск,2017-07-04 11:45:00.000 +0300,672000.00,3164000.00,856800.00,9212000.00,4692800.00,33.75,263,65.42
10457,Москва,Новосибирск,2017-07-28 11:45:00.000 +0300,756000.00,3024000.00,904400.00,9220400.00,4684400.00,33.69,266,66.17
19644,Новосибирск,Москва,2017-08-14 14:20:00.000 +0300,756000.00,3304000.00,618800.00,9217600.00,4678800.00,33.67,262,65.17
10399,Москва,Новосибирск,2017-07-11 11:45:00.000 +0300,1176000.00,3024000.00,476000.00,9223200.00,4676000.00,33.64,270,67.16
19695,Новосибирск,Москва,2017-05-30 14:20:00.000 +0300,1092000.00,2940000.00,618800.00,9248400.00,4650800.00,33.46,271,67.41
19595,Новосибирск,Москва,2017-07-02 14:20:00.000 +0300,840000.00,2800000.00,999600.00,9248400.00,4639600.00,33.41,271,67.41
19627,Новосибирск,Москва,2017-07-22 14:20:00.000 +0300,840000.00,3164000.00,618800.00,9273600.00,4622800.00,33.27,266,66.17
21623,Екатеринбург,Москва,2017-05-20 08:10:00.000 +0300,775800.00,2966400.00,878400.00,2510600.00,4620600.00,64.79,142,35.32
19662,Новосибирск,Москва,2017-07-06 14:20:00.000 +0300,924000.00,3024000.00,666400.00,9284800.00,4614400.00,33.20,269,66.92
19621,Новосибирск,Москва,2017-06-29 14:20:00.000 +0300,1092000.00,2856000.00,666400.00,9287600.00,4614400.00,33.19,273,67.91
19698,Новосибирск,Москва,2017-08-02 14:20:00.000 +0300,756000.00,2996000.00,856800.00,9287600.00,4608800.00,33.17,268,66.67
19674,Новосибирск,Москва,2017-06-16 14:20:00.000 +0300,1092000.00,2800000.00,714000.00,9296000.00,4606000.00,33.13,274,68.16
10490,Москва,Новосибирск,2017-06-08 11:45:00.000 +0300,840000.00,2856000.00,904400.00,9304400.00,4600400.00,33.08,271,67.41
10418,Москва,Новосибирск,2017-07-02 11:45:00.000 +0300,756000.00,3080000.00,761600.00,9312800.00,4597600.00,33.05,267,66.42
10447,Москва,Новосибирск,2017-07-06 11:45:00.000 +0300,1008000.00,2436000.00,1142400.00,9318400.00,4586400.00,32.98,279,69.40
19688,Новосибирск,Москва,2017-06-03 14:20:00.000 +0300,1008000.00,2856000.00,714000.00,9318400.00,4578000.00,32.94,273,67.91
10400,Москва,Новосибирск,2017-05-28 11:45:00.000 +0300,840000.00,3024000.00,714000.00,9310000.00,4578000.00,32.96,269,66.92
10480,Москва,Новосибирск,2017-06-16 11:45:00.000 +0300,672000.00,3332000.00,571200.00,9326800.00,4575200.00,32.91,263,65.42
21643,Екатеринбург,Москва,2017-05-18 08:10:00.000 +0300,862000.00,2980800.00,707600.00,2582200.00,4550400.00,63.80,146,36.32
19608,Новосибирск,Москва,2017-07-25 14:20:00.000 +0300,924000.00,2912000.00,714000.00,9349200.00,4550000.00,32.74,272,67.66
10477,Москва,Новосибирск,2017-08-09 11:45:00.000 +0300,588000.00,3332000.00,618800.00,9360400.00,4538800.00,32.66,263,65.42
10473,Москва,Новосибирск,2017-06-14 11:45:00.000 +0300,756000.00,2828000.00,952000.00,9360400.00,4536000.00,32.64,272,67.66
19526,Новосибирск,Москва,2017-05-28 11:50:00.000 +0300,1255500.00,2566800.00,711000.00,9314900.00,4533300.00,32.74,280,69.65
19623,Новосибирск,Москва,2017-06-22 14:20:00.000 +0300,756000.00,2968000.00,809200.00,9366000.00,4533200.00,32.61,270,67.16
19584,Новосибирск,Москва,2017-08-01 14:20:00.000 +0300,504000.00,3248000.00,761600.00,9371600.00,4513600.00,32.51,264,65.67
10451,Москва,Новосибирск,2017-06-24 11:45:00.000 +0300,1260000.00,2492000.00,761600.00,9388400.00,4513600.00,32.47,282,70.15
28837,Пермь,Москва,2017-05-24 18:55:00.000 +0300,805000.00,2889900.00,815900.00,1287400.00,4510800.00,77.80,91,22.64
19606,Новосибирск,Москва,2017-06-24 14:20:00.000 +0300,672000.00,3024000.00,809200.00,9391200.00,4505200.00,32.42,269,66.92
19660,Новосибирск,Москва,2017-08-04 14:20:00.000 +0300,1092000.00,2744000.00,666400.00,9388400.00,4502400.00,32.41,277,68.91
10452,Москва,Новосибирск,2017-07-25 11:45:00.000 +0300,924000.00,2856000.00,714000.00,9408000.00,4494000.00,32.33,274,68.16
10437,Москва,Новосибирск,2017-07-23 11:45:00.000 +0300,672000.00,3248000.00,571200.00,9408000.00,4491200.00,32.31,266,66.17
19682,Новосибирск,Москва,2017-07-11 14:20:00.000 +0300,504000.00,3080000.00,904400.00,9408000.00,4488400.00,32.30,267,66.42
19602,Новосибирск,Москва,2017-07-24 14:20:00.000 +0300,1176000.00,2548000.00,761600.00,9405200.00,4485600.00,32.29,281,69.90
10458,Москва,Новосибирск,2017-06-07 11:45:00.000 +0300,924000.00,2940000.00,618800.00,9413600.00,4482800.00,32.26,273,67.91
19625,Новосибирск,Москва,2017-07-09 14:20:00.000 +0300,672000.00,3192000.00,618800.00,9419200.00,4482800.00,32.25,267,66.42
19642,Новосибирск,Москва,2017-08-09 14:20:00.000 +0300,672000.00,2856000.00,952000.00,9410800.00,4480000.00,32.25,272,67.66
60630,Сочи,Москва,2017-05-23 18:15:00.000 +0300,884100.00,2800000.00,788700.00,2479000.00,4472800.00,64.34,148,36.82
19643,Новосибирск,Москва,2017-05-31 14:20:00.000 +0300,840000.00,2912000.00,714000.00,9436000.00,4466000.00,32.12,273,67.91
10503,Москва,Новосибирск,2017-06-12 11:45:00.000 +0300,756000.00,2996000.00,714000.00,9436000.00,4466000.00,32.12,271,67.41
19671,Новосибирск,Москва,2017-06-04 14:20:00.000 +0300,1008000.00,2884000.00,571200.00,9438800.00,4463200.00,32.10,275,68.41
19585,Новосибирск,Москва,2017-06-05 14:20:00.000 +0300,1008000.00,2548000.00,904400.00,9441600.00,4460400.00,32.08,280,69.65
28855,Пермь,Москва,2017-05-18 18:55:00.000 +0300,0,3580200.00,875600.00,290200.00,4455800.00,93.89,22,5.47
19640,Новосибирск,Москва,2017-06-15 14:20:00.000 +0300,672000.00,2828000.00,952000.00,9444400.00,4452000.00,32.04,273,67.91
10489,Москва,Новосибирск,2017-07-21 11:45:00.000 +0300,924000.00,2716000.00,809200.00,9444400.00,4449200.00,32.02,277,68.91
10409,Москва,Новосибирск,2017-07-27 11:45:00.000 +0300,924000.00,2744000.00,761600.00,9472400.00,4429600.00,31.86,277,68.91
19672,Новосибирск,Москва,2017-06-08 14:20:00.000 +0300,1092000.00,2716000.00,618800.00,9469600.00,4426800.00,31.86,279,69.40
10470,Москва,Новосибирск,2017-07-08 11:45:00.000 +0300,924000.00,2884000.00,618800.00,9472400.00,4426800.00,31.85,275,68.41
19658,Новосибирск,Москва,2017-06-27 14:20:00.000 +0300,1260000.00,2604000.00,523600.00,9508800.00,4387600.00,31.57,283,70.40
10413,Москва,Новосибирск,2017-08-12 11:45:00.000 +0300,840000.00,3024000.00,523600.00,9503200.00,4387600.00,31.59,273,67.91
19632,Новосибирск,Москва,2017-07-29 14:20:00.000 +0300,756000.00,3052000.00,571200.00,9520000.00,4379200.00,31.51,272,67.66
19605,Новосибирск,Москва,2017-07-13 14:20:00.000 +0300,756000.00,2856000.00,761600.00,9522800.00,4373600.00,31.47,275,68.41
10484,Москва,Новосибирск,2017-05-30 11:45:00.000 +0300,840000.00,2772000.00,761600.00,9531200.00,4373600.00,31.45,277,68.91
10479,Москва,Новосибирск,2017-07-14 11:45:00.000 +0300,1092000.00,2548000.00,714000.00,9545200.00,4354000.00,31.33,283,70.40
10419,Москва,Новосибирск,2017-08-13 11:45:00.000 +0300,924000.00,2856000.00,571200.00,9550800.00,4351200.00,31.30,277,68.91
10501,Москва,Новосибирск,2017-07-13 11:45:00.000 +0300,1176000.00,2604000.00,571200.00,9550800.00,4351200.00,31.30,283,70.40
21579,Екатеринбург,Москва,2017-05-22 08:10:00.000 +0300,517200.00,2966400.00,854000.00,2799200.00,4337600.00,60.78,149,37.06
485,Москва,Новосибирск,2017-05-25 11:05:00.000 +0300,837000.00,2929500.00,568800.00,9512900.00,4335300.00,31.31,275,68.41
19614,Новосибирск,Москва,2017-07-27 14:20:00.000 +0300,1008000.00,2660000.00,666400.00,9570400.00,4334400.00,31.17,281,69.90
19661,Новосибирск,Москва,2017-07-19 14:20:00.000 +0300,756000.00,2716000.00,856800.00,9573200.00,4328800.00,31.14,278,69.15
10445,Москва,Новосибирск,2017-06-27 11:45:00.000 +0300,1008000.00,2744000.00,571200.00,9576000.00,4323200.00,31.10,280,69.65
19686,Новосибирск,Москва,2017-06-13 14:20:00.000 +0300,420000.00,2996000.00,904400.00,9576000.00,4320400.00,31.09,271,67.41
21580,Екатеринбург,Москва,2017-05-23 08:10:00.000 +0300,603400.00,2952000.00,756400.00,2823600.00,4311800.00,60.43,152,37.81
21611,Екатеринбург,Москва,2017-05-21 08:10:00.000 +0300,689600.00,2923200.00,683200.00,2842200.00,4296000.00,60.18,155,38.56
10427,Москва,Новосибирск,2017-06-13 11:45:00.000 +0300,1008000.00,2604000.00,666400.00,9623600.00,4278400.00,30.78,283,70.40
19635,Новосибирск,Москва,2017-07-14 14:20:00.000 +0300,672000.00,2604000.00,999600.00,9629200.00,4275600.00,30.75,280,69.65
10389,Москва,Новосибирск,2017-07-18 11:45:00.000 +0300,588000.00,2828000.00,856800.00,9632000.00,4272800.00,30.73,276,68.66
19591,Новосибирск,Москва,2017-07-18 14:20:00.000 +0300,336000.00,3220000.00,714000.00,9632000.00,4270000.00,30.72,268,66.67
10404,Москва,Новосибирск,2017-06-05 11:45:00.000 +0300,924000.00,2576000.00,761600.00,9643200.00,4261600.00,30.65,283,70.40
10453,Москва,Новосибирск,2017-06-23 11:45:00.000 +0300,1008000.00,2632000.00,618800.00,9637600.00,4258800.00,30.65,283,70.40
10485,Москва,Новосибирск,2017-06-06 11:45:00.000 +0300,840000.00,2744000.00,666400.00,9657200.00,4250400.00,30.56,280,69.65
19603,Новосибирск,Москва,2017-07-31 14:20:00.000 +0300,756000.00,2856000.00,618800.00,9671200.00,4230800.00,30.43,278,69.15
19599,Новосибирск,Москва,2017-07-01 14:20:00.000 +0300,924000.00,2632000.00,666400.00,9676800.00,4222400.00,30.38,283,70.40
10422,Москва,Новосибирск,2017-06-21 11:45:00.000 +0300,504000.00,2856000.00,856800.00,9682400.00,4216800.00,30.34,276,68.66
10471,Москва,Новосибирск,2017-07-29 11:45:00.000 +0300,840000.00,2660000.00,714000.00,9693600.00,4214000.00,30.30,282,70.15
10403,Москва,Новосибирск,2017-08-05 11:45:00.000 +0300,672000.00,2968000.00,571200.00,9682400.00,4211200.00,30.31,276,68.66
10442,Москва,Новосибирск,2017-08-01 11:45:00.000 +0300,1008000.00,2660000.00,523600.00,9710400.00,4191600.00,30.15,284,70.65
19701,Новосибирск,Москва,2017-08-11 14:20:00.000 +0300,924000.00,2828000.00,428400.00,9721600.00,4180400.00,30.07,281,69.90
19687,Новосибирск,Москва,2017-07-16 14:20:00.000 +0300,840000.00,2856000.00,476000.00,9724400.00,4172000.00,30.02,280,69.65
10475,Москва,Новосибирск,2017-06-20 11:45:00.000 +0300,672000.00,2828000.00,666400.00,9730000.00,4166400.00,29.98,279,69.40
19597,Новосибирск,Москва,2017-06-10 14:20:00.000 +0300,840000.00,2660000.00,666400.00,9732800.00,4166400.00,29.98,283,70.40
19637,Новосибирск,Москва,2017-08-10 14:20:00.000 +0300,420000.00,2884000.00,856800.00,9744000.00,4160800.00,29.92,276,68.66
19639,Новосибирск,Москва,2017-07-30 14:20:00.000 +0300,924000.00,2520000.00,714000.00,9744000.00,4158000.00,29.91,286,71.14
10463,Москва,Новосибирск,2017-07-24 11:45:00.000 +0300,672000.00,2800000.00,666400.00,9763600.00,4138400.00,29.77,280,69.65
10496,Москва,Новосибирск,2017-07-01 11:45:00.000 +0300,924000.00,2352000.00,856800.00,9766400.00,4132800.00,29.73,289,71.89
10450,Москва,Новосибирск,2017-06-28 11:45:00.000 +0300,840000.00,2576000.00,714000.00,9766400.00,4130000.00,29.72,285,70.90
10504,Москва,Новосибирск,2017-07-03 11:45:00.000 +0300,840000.00,2660000.00,618800.00,9777600.00,4118800.00,29.64,284,70.65
10465,Москва,Новосибирск,2017-08-08 11:45:00.000 +0300,840000.00,2800000.00,476000.00,9788800.00,4116000.00,29.60,282,70.15
10494,Москва,Новосибирск,2017-08-07 11:45:00.000 +0300,588000.00,2940000.00,571200.00,9797200.00,4099200.00,29.50,278,69.15
19634,Новосибирск,Москва,2017-07-26 14:20:00.000 +0300,588000.00,2884000.00,618800.00,9808400.00,4090800.00,29.43,279,69.40
10443,Москва,Новосибирск,2017-05-31 11:45:00.000 +0300,1092000.00,2324000.00,666400.00,9811200.00,4082400.00,29.38,292,72.64
10401,Москва,Новосибирск,2017-07-31 11:45:00.000 +0300,588000.00,2912000.00,571200.00,9839200.00,4071200.00,29.27,279,69.40
10387,Москва,Новосибирск,2017-08-06 11:45:00.000 +0300,588000.00,3052000.00,428400.00,9839200.00,4068400.00,29.25,277,68.91
19641,Новосибирск,Москва,2017-07-21 14:20:00.000 +0300,756000.00,2688000.00,618800.00,9833600.00,4062800.00,29.24,284,70.65
10502,Москва,Новосибирск,2017-06-17 11:45:00.000 +0300,924000.00,2660000.00,476000.00,9842000.00,4060000.00,29.20,286,71.14
19607,Новосибирск,Москва,2017-08-08 14:20:00.000 +0300,588000.00,2996000.00,476000.00,9844800.00,4060000.00,29.20,278,69.15
10430,Москва,Новосибирск,2017-07-10 11:45:00.000 +0300,672000.00,2576000.00,809200.00,9836400.00,4057200.00,29.20,285,70.90
10407,Москва,Новосибирск,2017-07-19 11:45:00.000 +0300,840000.00,2548000.00,666400.00,9844800.00,4054400.00,29.17,287,71.39
10388,Москва,Новосибирск,2017-08-03 11:45:00.000 +0300,588000.00,2968000.00,476000.00,9861600.00,4032000.00,29.02,279,69.40
10416,Москва,Новосибирск,2017-06-26 11:45:00.000 +0300,756000.00,2744000.00,523600.00,9878400.00,4023600.00,28.94,284,70.65
10411,Москва,Новосибирск,2017-07-22 11:45:00.000 +0300,756000.00,2352000.00,856800.00,9937200.00,3964800.00,28.52,291,72.39
10414,Москва,Новосибирск,2017-06-04 11:45:00.000 +0300,588000.00,2660000.00,714000.00,9931600.00,3962000.00,28.52,285,70.90
10499,Москва,Новосибирск,2017-05-29 11:45:00.000 +0300,420000.00,2828000.00,714000.00,9937200.00,3962000.00,28.51,281,69.90
19669,Новосибирск,Москва,2017-06-02 14:20:00.000 +0300,840000.00,2688000.00,428400.00,9940000.00,3956400.00,28.47,287,71.39
